14	pid 0	457.26171875	4.665279388427734
14	pid 8	463.73828125	5.900104522705078
14	pid 3	455.7421875	6.157028675079346
14	pid 1	455.59765625	6.299279689788818
14	pid 12	455.5234375	6.2861316204071045
14	pid 11	463.5859375	6.441083908081055
14	pid 13	459.0078125	6.485557556152344
14	pid 7	459.56640625	6.561836242675781
14	pid 5	461.40234375	6.589316368103027
14	pid 4	463.00390625	6.593428134918213
14	pid 10	455.328125	6.597638845443726
14	pid 6	455.515625	6.611953020095825
14	pid 2	455.42578125	6.6088457107543945
14	pid 9	461.53125	6.61072850227356
