15	pid 12	457.9453125	6.0501227378845215
15	pid 3	455.859375	6.153923511505127
15	pid 10	455.51953125	6.231622934341431
15	pid 4	456.2265625	6.2880473136901855
15	pid 1	453.98046875	6.311532735824585
15	pid 7	453.8984375	6.352839946746826
15	pid 13	453.7578125	6.487022399902344
15	pid 14	453.63671875	6.511626243591309
15	pid 6	455.875	6.5369720458984375
15	pid 11	457.96484375	6.5300352573394775
15	pid 5	455.77734375	6.558071136474609
15	pid 9	459.9765625	6.561344146728516
15	pid 0	475.515625	6.56672215461731
15	pid 8	456.0546875	6.583987712860107
15	pid 2	455.94140625	6.584627628326416
