16	pid 0	460.73828125	5.490776062011719
16	pid 7	454.8828125	5.762867450714111
16	pid 2	458.640625	5.8870837688446045
16	pid 8	454.98828125	5.85328483581543
16	pid 3	454.94921875	5.901810646057129
16	pid 4	454.83203125	6.272684335708618
16	pid 9	458.89453125	6.350442409515381
16	pid 6	454.96484375	6.42123007774353
16	pid 13	458.69140625	6.397986888885498
16	pid 10	456.76171875	6.49929666519165
16	pid 1	454.453125	6.657184839248657
16	pid 11	454.640625	6.7370829582214355
16	pid 12	458.6484375	6.955197095870972
16	pid 5	460.56640625	6.980376243591309
16	pid 14	462.56640625	6.971033096313477
16	pid 15	461.9765625	6.970425128936768
